0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,y
21.776823,-9.756023,-3.174904,9.74392,18.269106,14.703629,13.244231,28.079268,9.79339,-3.2250857,25.082508,-14.631818,8.299445,5.2661157,-16.452265,-13.340144,-6.6643186,13.853192,7.758191,-2.727404,-1.0334587,2.810825,-21.762283,7.915863,-2.4816709,4.658587,13.415551,-6.7854505,9.9021225,-9.521304,-4.8217893,18.136091,-3.783483,-17.415926,13.340044,-2.827051,4.3986173,2.4099011,4.377743,-5.7960296,2.7490318,24.877607,13.07381,16.714691,-7.3063235,-5.47894,5.39536,-11.022265,-7.683066,-18.807144,0.459188
-30.938236,-14.892668,-12.275271,-4.789049,3.277881,27.695362,7.60519,8.871729,3.500229,26.675013,-6.4452076,2.8063054,2.9342418,-7.261051,-17.4321,5.2859726,-18.233025,-9.862193,-7.3046036,-15.22258,-11.51664,-1.9350128,-6.2475386,21.909601,7.7454967,3.2176518,-12.43602,32.119347,8.248808,7.7268853,-8.161205,-13.013471,13.67228,-0.79526794,-5.4883213,-3.4582694,-2.736937,12.14324,18.626156,18.064999,17.792416,-16.776121,17.558788,10.007567,-1.576781,6.281583,3.9087787,5.664873,-6.1174803,1.9779204,0.192012
18.181677,-1.052454,16.24281,-8.537798,-15.259012,-24.02262,-8.330826,-1.5249184,-3.9207735,45.073708,36.865776,10.7611065,-4.960578,15.397493,16.46554,-23.794825,0.05625302,-9.79509,-14.514858,-12.406127,20.675503,24.423468,14.299741,3.7186747,12.062629,-6.5588393,-0.81181854,10.802171,-8.27034,1.1988285,-5.065006,-0.55804014,9.314567,-16.542618,7.4727874,-23.69085,-7.2277746,-13.262427,6.6116276,23.935314,-3.3331487,29.145897,7.4066305,7.2406716,-29.453182,6.081676,4.217,-7.066879,-1.795239,-5.443468,-2.00397
-19.188831,0.26571724,21.782312,-27.95184,-9.616286,-2.1255774,-34.02653,2.837272,-17.948519,24.461378,5.08246,22.121178,-17.257805,-6.6796846,-9.4733305,16.04452,4.205441,11.510878,-3.1241837,1.040984,-4.937909,-12.211193,-8.565971,19.231184,16.083382,-11.72471,-11.2210865,-5.575597,-3.8339586,-0.5145382,-5.645884,-9.77944,-6.547314,-0.677989,12.076165,4.3679338,-10.054782,6.6874533,-1.5101709,-4.480762,11.112239,-21.39375,-17.817726,27.72753,16.369774,-9.273465,7.9429317,10.639616,-2.8952596,2.8784862,-0.513743
4.1364675,-10.547373,27.938725,31.981823,-23.819893,-4.047073,11.519202,8.880783,21.857738,-20.785236,-1.2691313,14.299089,-8.725976,-1.793141,8.117819,-1.0145546,14.976289,-0.14342655,6.3780107,-4.1335435,-4.621388,-0.17194414,2.601527,14.876777,0.26150414,14.45268,-2.061228,-3.7018726,-4.046726,-10.45332,23.414927,1.4110781,7.5838084,-9.842684,15.929607,6.969675,7.8505254,7.6938972,6.2582192,1.50745,-13.333716,-8.438129,-1.2419649,4.6602817,-12.585427,-15.999258,-1.8860924,-17.450981,-19.76435,-7.654238,-0.278732
-0.7745654,6.5728393,-12.135936,8.1644,4.071315,8.351562,-6.170071,1.3008252,-38.177666,18.850256,-6.8268456,13.199841,-15.291472,11.984723,-1.8423904,-12.817253,-1.8995105,16.70315,23.829529,-6.3627405,-6.3008485,-6.586083,-10.001238,10.106511,6.5197725,-18.443787,-1.1027867,-21.100723,-3.6676707,3.8952243,-16.122684,-2.1989837,-3.0810556,8.856069,-14.563194,-13.437884,-11.344075,8.322853,-9.829891,-1.6442822,-13.8155365,-0.5590955,7.2064877,-1.5549631,-20.36349,-3.0482655,8.535277,-16.340813,2.1586912,-2.3185604,-0.170328
1.7642516,0.96453136,5.553491,-31.191057,11.845373,25.18223,5.7974024,-9.799442,-9.074935,-3.2591403,-6.757708,-2.429053,24.042965,16.301678,-6.0700226,-1.4982963,11.56137,4.7886524,-9.509348,-3.9229295,-3.7215545,17.223915,-7.4835362,-4.8000846,-9.081162,20.937914,7.700156,2.6226678,9.837526,-15.883951,-9.16138,-12.725801,18.977568,-8.276785,4.6256313,-8.199384,2.9194694,-27.411226,4.432798,1.5655508,12.590641,12.256651,-5.898587,-6.5038705,-4.525053,6.441209,8.086792,-21.199196,-7.891009,-9.745488,0.00902775
15.636964,-11.843534,3.3231514,27.04987,-23.51831,19.511356,3.419304,-2.4145436,-1.8295677,-25.3482,-20.929506,-1.6726648,-19.998833,-6.220073,-3.7273083,-20.843498,6.269619,-5.8638635,-0.22184604,3.7790785,-26.777557,-5.078885,-5.8104043,6.968611,-2.5290701,16.420254,-5.0524187,-3.897338,2.480984,16.306932,-6.230326,8.841526,1.4834689,-5.750341,-9.706323,-12.096369,-4.1759186,0.49813887,5.9512186,-18.789112,-14.532977,14.138517,-15.453602,-21.658955,10.4305935,-0.25795677,-7.6820817,12.834704,-15.464378,-10.226763,-0.220074
14.849323,0.04596032,9.033123,-16.161228,31.74964,-14.386088,-1.755232,9.283058,-16.059546,-3.9876893,-6.906468,13.42422,-0.6356462,-19.615051,-21.017754,-7.009158,1.4975693,9.132098,15.359618,-15.125868,-8.870987,15.428923,-11.216833,-0.31324446,-3.5093162,7.310718,-13.38394,-5.1796017,-13.076621,3.1887937,-14.717283,0.6735619,4.002987,-7.354221,11.708265,-1.9117881,24.284885,9.867426,-2.1016772,-3.397801,1.4700567,7.7805595,-10.160196,3.6534147,-3.7981157,-10.30985,-6.061263,18.644295,4.9491506,5.3322873,1.99234
-2.2795703,3.856649,17.370888,-2.7865627,11.453626,-11.939289,-18.438757,1.7864023,7.1550083,11.708536,-14.268485,-4.1604733,-10.3485365,5.8774543,-10.934837,17.040703,-6.5062876,21.63952,-21.580536,-5.9684114,1.8381473,23.958536,16.4146,-0.5615356,-0.29107615,-11.219659,-2.1013684,26.498611,-2.0641794,9.027953,2.5818167,1.9504057,5.22302,-8.249597,6.0757847,10.565664,-1.6637223,1.915852,2.299412,3.8034847,-4.9438705,6.034083,-12.162324,-22.549988,-5.0591345,3.5140676,-13.3475,0.0024370835,-8.849695,-6.3394995,0.204757
