0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,y
-0.96739614,33.268734,-4.9338584,4.6698585,9.376618,8.3466015,-20.491861,22.070732,-9.066359,4.3994164,-6.307132,-16.553919,7.231478,2.553316,27.23152,-1.2533311,7.19187,-33.071037,4.6229634,22.604717,1.9210027,-1.8151906,14.758555,-11.154375,1.7072598,10.919985,-6.639394,6.870253,-14.104473,2.8165624,11.048741,1.558218,-2.0808885,-22.650335,12.90423,-7.1226754,-10.223622,1.6578267,18.415777,-6.904578,-17.63756,15.667993,22.754473,15.141268,-16.15355,2.8657606,11.31826,4.4417424,-16.411886,-16.682323,305.581
-30.473839,-8.507031,29.8787,-13.975749,16.147423,-1.7433736,9.404964,-17.177073,15.227606,-1.0115007,-8.952247,-3.541412,-21.817457,6.2833867,16.905449,-2.3746,-22.226963,-5.028323,-13.546772,-10.405412,-15.952955,-15.30128,6.0881805,17.794407,4.9576774,6.9583287,-4.474218,-3.395464,-0.21906444,9.087378,3.8447578,2.5815103,-3.9461558,3.8639972,-5.3433957,-7.79628,-6.3915234,14.620053,-19.375217,-7.412856,24.432898,21.776896,6.972592,5.607681,5.611058,-6.684686,-3.7459273,16.467175,13.902847,17.527401,-138.45
-24.597277,5.307781,5.228401,15.269271,-12.435294,-7.1197433,-32.33391,-23.573372,9.497623,-17.925129,-15.852343,-3.780917,15.532275,0.4840761,4.320032,15.720107,10.184579,0.31125212,3.182775,-14.296335,5.5327744,11.936286,18.921564,-5.203301,-6.531977,-10.565626,-1.6744599,-12.703785,0.79881495,-14.69545,-16.41516,-2.7015748,-2.8675206,-0.31350496,-5.958915,1.2255539,-4.0678186,7.86466,24.458656,-24.192337,-6.348279,7.0597787,-2.1545162,24.046967,6.516477,4.9281178,-3.0338333,2.6604903,4.28843,-6.477802,-290.381
-15.5850315,-3.692737,17.32353,-23.419857,33.35345,4.662922,-26.864695,-18.968086,2.960451,-5.752787,-6.5184355,-3.0678747,-1.3162276,3.6970153,-5.3643265,-9.259058,26.795244,13.87929,1.020652,-9.934162,-12.008226,1.9718207,-0.5942965,-0.76295495,23.273506,15.813549,2.0117671,-6.8630958,-8.474382,9.864876,6.907485,-25.740282,-3.3844554,-4.862235,14.906473,5.090784,9.446469,1.734219,8.194993,6.911714,-10.770383,-19.854002,-7.3681755,5.208004,2.53499,-1.1984383,1.7732085,6.7775583,5.6374454,13.253961,-158.67
8.707884,-4.1886563,-3.1869323,6.550476,14.040154,7.01716,3.229583,5.7651353,-8.366955,32.30719,4.8312674,12.979239,-14.831062,2.5301685,-2.5120635,-2.8325765,-2.0263953,28.021755,0.59008986,22.43247,11.216531,2.5788004,0.7674025,-8.774728,8.891865,-12.259619,-7.0738306,14.92909,3.7857473,-21.38685,18.366909,5.242971,-7.136013,-9.150277,14.6897545,-6.6208715,4.9451375,8.945737,3.9233463,-26.598717,-2.5805047,-7.085265,14.605438,19.3182,-8.342008,-25.854692,5.4100747,-12.168853,0.3563357,7.9193306,-95.8712
19.03634,0.5842609,10.894565,12.326301,-8.231733,-23.07918,-21.492977,-2.5799446,-3.933257,14.532196,-6.251796,-11.354797,0.74036825,29.87424,-19.029222,14.074759,-3.124466,-3.746044,2.0206978,0.68642753,13.512111,-9.6501465,-22.562338,-23.124617,12.048637,2.4618216,3.6176784,-17.996979,-0.9941009,17.22218,19.975985,-6.3181615,2.9203668,-12.41892,-12.1136465,16.678284,-8.875723,2.8279417,10.803754,-14.915568,-13.054655,15.894408,-22.550838,-8.155535,9.327772,7.2850275,16.320831,3.452942,-1.6229465,-17.326479,-294.053
50.48315,14.358584,16.903591,8.594516,24.224514,4.5134463,-0.30620828,17.350286,17.500845,-4.0128794,10.019582,5.701153,3.234546,-7.3690414,14.384059,10.759481,-6.562674,-20.131937,24.11236,19.080296,10.60357,14.199576,13.23923,21.629095,-1.3564723,4.3461857,22.084276,-4.4255066,21.63445,1.6239914,12.508706,6.2475953,23.607218,7.5091777,-14.195409,-12.0319605,-7.092038,10.780256,3.9109416,-4.333796,-11.897861,3.7407115,18.628838,-8.252427,6.910545,1.8453912,-5.3321557,0.50228876,-2.0959673,21.65664,-435.649
5.2383304,28.056438,-12.487559,-6.55727,-3.0964396,-2.167944,-6.4628,10.064883,3.8221354,-15.480526,-5.7629323,-27.936794,15.039753,2.001552,5.0962605,-20.68071,8.739241,-0.29597723,-4.1538854,14.480777,24.696772,-0.9887342,-30.88612,21.756784,3.1873515,25.031267,2.7870097,-0.27826753,-1.8359762,1.3650088,-6.9766536,-17.64358,-9.9038,-16.440052,8.923208,6.629349,0.68785393,-6.0402775,-1.2496817,-2.0277488,13.130464,-14.384214,-16.704006,1.4179717,3.5348992,-3.0726197,-6.1623263,-11.289081,5.651927,-2.550627,429.336
12.502859,2.4521368,31.524765,1.1080468,13.44773,18.45748,-1.7574393,-26.539406,-8.6958685,-9.076929,-17.747906,4.8143873,-1.5372809,-9.730255,-12.585246,1.8158163,28.956667,-13.581949,-15.091012,-8.166861,6.1355214,7.8789463,24.826012,-9.920527,1.5672346,7.632188,-19.003109,-13.657618,-2.943416,-23.099895,-10.280712,-2.366711,-4.7917256,21.76536,17.441988,-7.206206,22.510576,0.23444737,13.918678,-1.3547131,1.2810328,4.774106,17.94368,10.480814,-10.076649,9.880357,16.04191,3.624857,-12.059031,-2.4196136,-633.324
-1.7678279,-7.099053,9.816383,-2.5104122,-6.545136,11.360737,9.606257,-8.482662,2.7739267,-5.43738,23.354683,-13.761383,-16.200178,7.6823425,-0.9352682,-25.998167,-9.200016,-22.563711,15.108646,-14.754165,-0.46371758,10.125436,-5.5365386,-20.529902,30.943336,-10.773958,21.530325,13.666143,6.8242807,-5.9750466,8.10805,-0.5381035,-1.708835,-5.465214,14.632127,-1.1242347,16.781952,-23.134193,-7.2280054,28.134647,-0.8325323,-3.0537143,8.79675,19.896124,10.656424,-1.1135033,9.341251,-11.155334,-16.826061,-4.2982936,246.48
